artifact	entry	kind	artifact_sha256	entry_sha256	entry_size_bytes	package	version_code	version_name	apk_role	signer_sha256	signer_dn	signature_schemes	source_stamp_verified	source_stamp_sha256	source_url	retrieved_at	source_status
termux-official-0.119.0-beta.3-arm64.apk	-	apk	3bb969df2400d884ccb929b7d79cc76861f291c98942c401e12408d734a460f3	3bb969df2400d884ccb929b7d79cc76861f291c98942c401e12408d734a460f3	35738948	com.termux	1022	0.119.0-beta.3	base	b6da01480eefd5fbf2cd3771b8d1021ec791304bdd6c4bf41d3faabad48ee5e1	CN=APK Signer, OU=Earth, O=Earth	v2	false		-	-	unresolved
work/com.apple.atve.androidtv.appletv.apk	-	apk	6f2893c493344f0561d34f928660d3ff7a12dfed6797c47972ef59fba10bcc10	6f2893c493344f0561d34f928660d3ff7a12dfed6797c47972ef59fba10bcc10	32690243	com.apple.atve.androidtv.appletv	2050085	2.5.0	base	771d8674d3d9837c9edf11b11873443998f19105abcecab425ed9b8e6fefff9b	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/com.disney.disneyplus.apk	-	apk	a2e61621fcd7715a04c5fc3d2920fbde1a108c254e4c0e79a315a68a80dd60e5	a2e61621fcd7715a04c5fc3d2920fbde1a108c254e4c0e79a315a68a80dd60e5	46527509	com.disney.disneyplus	178407745	26.12.1+rc1-2026.07.15	base	b4d251e979ea974d8f070feb5ab69fc4c2873f4e8add421ff63ad5f2789d63d4	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/com.wbd.stream.apk	-	apk	22fb9a05d1807b61e48b32e4603add9ce4b3ae70cec4f2fc99d68d3a5f653bb8	22fb9a05d1807b61e48b32e4603add9ce4b3ae70cec4f2fc99d68d3a5f653bb8	49977157	com.wbd.stream	1827081004	7.8.1.4	base	619cbb027b715560b843d15a5599f900485af1cd4294097811a77609bc8273a8	CN=MLB Advanced Media - HBO NOW, O=MLB Advanced Media, L=New York, ST=NY, C=1	v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/config.arm64_v8a.apk	-	apk	c8ee55ff858a5a5d094e2018ba0993ff55caa7201853ca177a06866fc3bebbbc	c8ee55ff858a5a5d094e2018ba0993ff55caa7201853ca177a06866fc3bebbbc	21570367	com.disney.disneyplus	178407745		split:config.arm64_v8a	b4d251e979ea974d8f070feb5ab69fc4c2873f4e8add421ff63ad5f2789d63d4	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/config.en.apk	-	apk	826773d9baf12aa8b6f52a40a3c31ef9e2e5afca3d3163fd5ef6ba6abacd8844	826773d9baf12aa8b6f52a40a3c31ef9e2e5afca3d3163fd5ef6ba6abacd8844	287129	com.disney.disneyplus	178407745		split:config.en	b4d251e979ea974d8f070feb5ab69fc4c2873f4e8add421ff63ad5f2789d63d4	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/config.mdpi.apk	-	apk	dffa3c5392a3e5159e2b6fe0fa9f0a542d6b2967914db464c86d4c600dd50014	dffa3c5392a3e5159e2b6fe0fa9f0a542d6b2967914db464c86d4c600dd50014	235957	com.apple.atve.androidtv.appletv	2050085		split:config.mdpi	771d8674d3d9837c9edf11b11873443998f19105abcecab425ed9b8e6fefff9b	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/config.xxhdpi.apk	-	apk	c182541cc8f01fc9113f1f24b7271d57b4c819f6653b0fb3f23ee524903cafbe	c182541cc8f01fc9113f1f24b7271d57b4c819f6653b0fb3f23ee524903cafbe	515778	com.disney.disneyplus	178407745		split:config.xxhdpi	b4d251e979ea974d8f070feb5ab69fc4c2873f4e8add421ff63ad5f2789d63d4	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/hbomax-latest/com.wbd.hbomax.apk	-	apk	dbbce929cd7b181e78b528c552e219ac0492aaaf7c576647955f3d67f0081def	dbbce929cd7b181e78b528c552e219ac0492aaaf7c576647955f3d67f0081def	49985349	com.wbd.hbomax	1827081004	7.8.1.4	base	619cbb027b715560b843d15a5599f900485af1cd4294097811a77609bc8273a8	CN=MLB Advanced Media - HBO NOW, O=MLB Advanced Media, L=New York, ST=NY, C=1	v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/hbomax-latest/config.arm64_v8a.apk	-	apk	22f49563c4ab198ef64992e44e66f53ad3690c836e78c5e0b4ce47b11c0c3d15	22f49563c4ab198ef64992e44e66f53ad3690c836e78c5e0b4ce47b11c0c3d15	18670042	com.wbd.hbomax	1827081004		split:config.arm64_v8a	619cbb027b715560b843d15a5599f900485af1cd4294097811a77609bc8273a8	CN=MLB Advanced Media - HBO NOW, O=MLB Advanced Media, L=New York, ST=NY, C=1	v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/hbomax-latest/config.en.apk	-	apk	b24fab128e1473a4353e7e94d614a8e916ffebb0710e059ca1fae99795050481	b24fab128e1473a4353e7e94d614a8e916ffebb0710e059ca1fae99795050481	168146	com.wbd.hbomax	1827081004		split:config.en	619cbb027b715560b843d15a5599f900485af1cd4294097811a77609bc8273a8	CN=MLB Advanced Media - HBO NOW, O=MLB Advanced Media, L=New York, ST=NY, C=1	v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/hbomax-latest/config.xhdpi.apk	-	apk	8fb7838cdadba2e2073734176699acae2acdf8db10a137fa60480f1d0d2d2754	8fb7838cdadba2e2073734176699acae2acdf8db10a137fa60480f1d0d2d2754	426681	com.wbd.hbomax	1827081004		split:config.xhdpi	619cbb027b715560b843d15a5599f900485af1cd4294097811a77609bc8273a8	CN=MLB Advanced Media - HBO NOW, O=MLB Advanced Media, L=New York, ST=NY, C=1	v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/max-arm64/com.wbd.stream.apk	-	apk	b83cf1b2537748e068c8caea612f540337a5987248a02213b3b02d12dac4bf6d	b83cf1b2537748e068c8caea612f540337a5987248a02213b3b02d12dac4bf6d	121498243	com.wbd.stream	1800000516	6.16.0.70	base	619cbb027b715560b843d15a5599f900485af1cd4294097811a77609bc8273a8	CN=MLB Advanced Media - HBO NOW, O=MLB Advanced Media, L=New York, ST=NY, C=1	v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/max-arm64/config.arm64_v8a.apk	-	apk	704638f5337498489d58a9cfb30bc5b7a19ba39de9d88df5792cf7b34e56039b	704638f5337498489d58a9cfb30bc5b7a19ba39de9d88df5792cf7b34e56039b	1921625	com.wbd.stream	1800000516		split:config.arm64_v8a	619cbb027b715560b843d15a5599f900485af1cd4294097811a77609bc8273a8	CN=MLB Advanced Media - HBO NOW, O=MLB Advanced Media, L=New York, ST=NY, C=1	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/max-arm64/config.en.apk	-	apk	6b2880e3253975c85c210b20558561a698a4959ba1a0b57f7690d24d981fe1de	6b2880e3253975c85c210b20558561a698a4959ba1a0b57f7690d24d981fe1de	262553	com.wbd.stream	1800000516		split:config.en	619cbb027b715560b843d15a5599f900485af1cd4294097811a77609bc8273a8	CN=MLB Advanced Media - HBO NOW, O=MLB Advanced Media, L=New York, ST=NY, C=1	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/max-arm64/config.hdpi.apk	-	apk	b4e27127ec8d409904793eb64629276edd81afa695f5238674daaac1668a10a6	b4e27127ec8d409904793eb64629276edd81afa695f5238674daaac1668a10a6	312161	com.wbd.stream	1800000516		split:config.hdpi	619cbb027b715560b843d15a5599f900485af1cd4294097811a77609bc8273a8	CN=MLB Advanced Media - HBO NOW, O=MLB Advanced Media, L=New York, ST=NY, C=1	v1,v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/max-config.en.apk	-	apk	0bea69c7208c0e786cc9c6aa621e2533691a8a07fa0d8b4bed05db3420e31c77	0bea69c7208c0e786cc9c6aa621e2533691a8a07fa0d8b4bed05db3420e31c77	168146	com.wbd.stream	1827081004		split:config.en	619cbb027b715560b843d15a5599f900485af1cd4294097811a77609bc8273a8	CN=MLB Advanced Media - HBO NOW, O=MLB Advanced Media, L=New York, ST=NY, C=1	v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
work/max-config.xhdpi.apk	-	apk	82b49bfc90ad42bdc82af01976baa137806c132dac7820cc7c1edf1c38ed2551	82b49bfc90ad42bdc82af01976baa137806c132dac7820cc7c1edf1c38ed2551	426681	com.wbd.stream	1827081004		split:config.xhdpi	619cbb027b715560b843d15a5599f900485af1cd4294097811a77609bc8273a8	CN=MLB Advanced Media - HBO NOW, O=MLB Advanced Media, L=New York, ST=NY, C=1	v2,v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	-	-	unresolved
zoom-official-7.1.6.41876.apk	-	apk	085739b5fa4c9bfee950e7235938fb322747f0328ae462410606f0ad8f5b080b	085739b5fa4c9bfee950e7235938fb322747f0328ae462410606f0ad8f5b080b	329897385	us.zoom.videomeetings	6701060	7.1.6.41876	base	60b75724b34686e52bde944969de120f16bd6d959788d54384494caedd4e445d	O=Zoom Video Communications Inc., C=US	v3	false		-	-	unresolved
zwift-1.119.0-164079/base.apk	-	apk	97b820c716c6c5ed2556630e7e4d833df373617fb916c6ad3403961935d30d1f	97b820c716c6c5ed2556630e7e4d833df373617fb916c6ad3403961935d30d1f	45268623	com.zwift.zwiftgame	164079	1.119.0 (164079)	base	58956ae1b271546ab954ea7ce688ac9082f0406a97cd87b4f3da624018ae9450	CN=zwift coder	v3	false		https://play.google.com/store/apps/details?id=com.zwift.zwiftgame	2026-08-11T13:57:47Z	resolved
zwift-1.119.0-164079/main.164079.com.zwift.zwiftgame.obb	-	obb	66b14c640edcc713a840ab83a30275bb71b83d64bcffb393a4edc27ad0648059	66b14c640edcc713a840ab83a30275bb71b83d64bcffb393a4edc27ad0648059	1756583202	com.zwift.zwiftgame	164079	-	expansion:main	-	-	-	-	-	https://play.google.com/store/apps/details?id=com.zwift.zwiftgame	2026-08-11T13:58:28Z	resolved
paramount-mobile-16.18.0-arm64-v8a.apk	-	apk	20c03caa897562c2b19115a8fcc53bcd44e46d33e19bc849f7f9e8c23e8fa3d4	20c03caa897562c2b19115a8fcc53bcd44e46d33e19bc849f7f9e8c23e8fa3d4	4223459	com.cbs.app	420000795		split:config.arm64_v8a	a7520085336e50053de6b8b92e5ab89b6f62b5c22653e5684870586d02fb014e	CN=CBS Interactive Mobile, OU=CBS Interactive Mobile, O=CBS Interactive, L=San Francisco, ST=California, C=01	v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	https://play.google.com/store/apps/details?id=com.cbs.app	2026-08-12T02:31:35Z	resolved
paramount-mobile-16.18.0-base.apk	-	apk	2c2ae1d48738cabcdd0048186b57625f3a5677d9218f51c91f2dc1a1bbe26c49	2c2ae1d48738cabcdd0048186b57625f3a5677d9218f51c91f2dc1a1bbe26c49	40388345	com.cbs.app	420000795	16.18.0	base	a7520085336e50053de6b8b92e5ab89b6f62b5c22653e5684870586d02fb014e	CN=CBS Interactive Mobile, OU=CBS Interactive Mobile, O=CBS Interactive, L=San Francisco, ST=California, C=01	v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	https://play.google.com/store/apps/details?id=com.cbs.app	2026-08-12T02:31:35Z	resolved
paramount-mobile-16.18.0-xxxhdpi.apk	-	apk	43a13ab6fafa9d7919380b707f63af145a753fb246815e488bb233883fa90dd9	43a13ab6fafa9d7919380b707f63af145a753fb246815e488bb233883fa90dd9	924165	com.cbs.app	420000795		split:config.xxxhdpi	a7520085336e50053de6b8b92e5ab89b6f62b5c22653e5684870586d02fb014e	CN=CBS Interactive Mobile, OU=CBS Interactive Mobile, O=CBS Interactive, L=San Francisco, ST=California, C=01	v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	https://play.google.com/store/apps/details?id=com.cbs.app	2026-08-12T02:31:35Z	resolved
peacock-mobile-7.8.10-base.apk	-	apk	a390c9b54b700109a014daa2880d8f0f0e8c97d6ebc8d54a267d27fa4d3658f1	a390c9b54b700109a014daa2880d8f0f0e8c97d6ebc8d54a267d27fa4d3658f1	51633009	com.peacocktv.peacockandroid	124070810	7.8.10	base	e5efd56fa3246e480546ecac4d7928051422a26c5676190e459791fafa8c8093	CN=Peacock, OU=Sky Lisbon Tech Center, O=Peacock TV LLC, L=New York, ST=NY, C=US	v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	https://play.google.com/store/apps/details?id=com.peacocktv.peacockandroid	2026-08-12T08:13:00Z	resolved
peacock-mobile-7.8.10-arm64-v8a.apk	-	apk	5750b342c3717af57b5897114efb94f6e15941cd1b282d57f6cc29d19fcc7f86	5750b342c3717af57b5897114efb94f6e15941cd1b282d57f6cc29d19fcc7f86	19739705	com.peacocktv.peacockandroid	124070810		split:config.arm64_v8a	e5efd56fa3246e480546ecac4d7928051422a26c5676190e459791fafa8c8093	CN=Peacock, OU=Sky Lisbon Tech Center, O=Peacock TV LLC, L=New York, ST=NY, C=US	v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	https://play.google.com/store/apps/details?id=com.peacocktv.peacockandroid	2026-08-12T08:13:00Z	resolved
peacock-mobile-7.8.10-en.apk	-	apk	0ab5b10f8b88c9638b62939eb1d224352d64c942498de509ca4dc14b7f2c7245	0ab5b10f8b88c9638b62939eb1d224352d64c942498de509ca4dc14b7f2c7245	180434	com.peacocktv.peacockandroid	124070810		split:config.en	e5efd56fa3246e480546ecac4d7928051422a26c5676190e459791fafa8c8093	CN=Peacock, OU=Sky Lisbon Tech Center, O=Peacock TV LLC, L=New York, ST=NY, C=US	v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	https://play.google.com/store/apps/details?id=com.peacocktv.peacockandroid	2026-08-12T08:13:00Z	resolved
peacock-mobile-7.8.10-hdpi.apk	-	apk	d8d07044e0474b96be215fb306b562583842c1619e038d69682a6158b3211a6a	d8d07044e0474b96be215fb306b562583842c1619e038d69682a6158b3211a6a	113408	com.peacocktv.peacockandroid	124070810		split:config.hdpi	e5efd56fa3246e480546ecac4d7928051422a26c5676190e459791fafa8c8093	CN=Peacock, OU=Sky Lisbon Tech Center, O=Peacock TV LLC, L=New York, ST=NY, C=US	v3	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	https://play.google.com/store/apps/details?id=com.peacocktv.peacockandroid	2026-08-12T08:13:00Z	resolved
mgm-mobile-237.1-base.apk	-	apk	a69bcfdb5830f45a4c3c00b55d975cf7fa7d58b7f70d9485507b88f51d6e5097	a69bcfdb5830f45a4c3c00b55d975cf7fa7d58b7f70d9485507b88f51d6e5097	125647569	com.epix.epix.now	2026237011	237.1.2026237011	base	9d00e22ea9e1f2f7010ff4667a813d27baa3770fd5bf648a19f358b4780b0230 | 9c0f10cecd2fbd854a05a79ba63d97c1d35a6b077c46c3cb7bdaaf2ef3e7098c	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US | O=Epix	v3,v3.1	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	https://play.google.com/store/apps/details?id=com.epix.epix.now	2026-08-12T08:13:00Z	resolved
mgm-mobile-237.1-arm64-v8a.apk	-	apk	70e0af170248b2b9f994ab7aabf6babd55a7dea80f2b1c2415d7ef5ac9d81378	70e0af170248b2b9f994ab7aabf6babd55a7dea80f2b1c2415d7ef5ac9d81378	5575622	com.epix.epix.now	2026237011		split:config.arm64_v8a	9d00e22ea9e1f2f7010ff4667a813d27baa3770fd5bf648a19f358b4780b0230 | 9c0f10cecd2fbd854a05a79ba63d97c1d35a6b077c46c3cb7bdaaf2ef3e7098c	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US | O=Epix	v3,v3.1	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	https://play.google.com/store/apps/details?id=com.epix.epix.now	2026-08-12T08:13:00Z	resolved
mgm-mobile-237.1-hdpi.apk	-	apk	842bf9190cb1395e84eb5f11f64d71ea96038ddf0849b942ccee2bd0b38bbd8b	842bf9190cb1395e84eb5f11f64d71ea96038ddf0849b942ccee2bd0b38bbd8b	606401	com.epix.epix.now	2026237011		split:config.hdpi	9d00e22ea9e1f2f7010ff4667a813d27baa3770fd5bf648a19f358b4780b0230 | 9c0f10cecd2fbd854a05a79ba63d97c1d35a6b077c46c3cb7bdaaf2ef3e7098c	CN=Android, OU=Android, O=Google Inc., L=Mountain View, ST=California, C=US | O=Epix	v3,v3.1	true	3257d599a49d2c961a471ca9843f59d341a405884583fc087df4237b733bbd6d	https://play.google.com/store/apps/details?id=com.epix.epix.now	2026-08-12T08:13:00Z	resolved
